,name,company,year,Price,kms_driven,fuel_type
733,Toyota Corolla,Toyota,2006,160000,"40,000 kms",Petrol
734,Hyundai Eon Magna,Hyundai,2017,300000,"1,600 kms",Petrol
735,Tata Sumo Grande,Tata,2010,130000,"90,000 kms",Diesel
736,Maruti Suzuki Swift,Maruti,2011,250000,"58,000 kms",Diesel
737,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,"27,000 kms",Petrol
738,Maruti Suzuki Alto,Maruti,2003,42000,"60,000 kms",Petrol
739,Tata Tiago Revotron,Tata,2017,400000,"31,000 kms",Petrol
740,Maruti Suzuki Swift,Maruti,2009,120000,"90,000 kms",Diesel
741,Maruti Suzuki Swift,Maruti,2009,120000,"90,000 kms",Diesel
742,Tata Indigo eCS,Tata,2016,130000,"1,50,000 kms",Diesel
743,Chevrolet Beat LS,Chevrolet,2014,189000,"31,000 kms",Diesel
744,Mahindra Xylo E8,Mahindra,2011,365000,"43,000 kms",Diesel
745,Hyundai Eon D,Hyundai,2013,170000,"20,000 kms",Petrol
746,Tata Sumo Gold,Tata,2013,215000,"1,00,000 kms",Petrol
747,Tata Nano,Tata,2013,60000,"7,000 kms",Petrol
748,Hyundai Elite i20,Hyundai,2017,599999,"31,000 kms",Petrol
749,Hyundai i10 Magna,Hyundai,2009,400000,"33,000 kms",Petrol
750,Hyundai Creta,Hyundai,2016,900000,"60,000 kms",Diesel
751,Volkswagen Polo,Volkswagen,2013,299999,"48,000 kms",Diesel
752,Maruti Suzuki Dzire,Maruti,2014,374999,"33,000 kms",Petrol
753,Tata Bolt XM,Tata,2015,600000,"15,000 kms",Petrol
754,Maruti Suzuki Alto,Maruti,2005,70000,"47,000 kms",Petrol
755,Maruti Suzuki Alto,Maruti,2005,100000,"40,000 kms",Petrol
756,Maruti Suzuki Ritz,Maruti,2010,150000,"38,000 kms",Diesel
757,Maruti Suzuki Alto,Maruti,2017,225000,"12,500 kms",Petrol
758,Maruti Suzuki Dzire,Maruti,2009,210000,"42,000 kms",Petrol
759,Hyundai i20 Asta,Hyundai,2014,425000,"31,000 kms",Petrol
760,Maruti Suzuki Swift,Maruti,2008,162000,"60,000 kms",Diesel
761,Tata Indica V2,Tata,2005,60000,"80,000 kms",Diesel
762,Mahindra Scorpio VLX,Mahindra,2014,650000,"77,000 kms",Diesel
763,Toyota Innova 2.5,Toyota,2012,750000,"75,000 kms",Diesel
764,Mahindra Xylo E8,Mahindra,2010,375000,"40,000 kms",Diesel
765,Hyundai i20 Magna,Hyundai,2011,230000,"47,000 kms",Petrol
766,Maruti Suzuki Omni,Maruti,2000,35999,"60,000 kms",Petrol
767,Mahindra KUV100,Mahindra,2016,380000,"26,500 kms",Petrol
768,Mahindra KUV100 K8,Mahindra,2019,560000,"2,875 kms",Petrol
769,Datsun Go Plus,Datsun,2016,285000,"13,900 kms",Petrol
770,Ford Endeavor 4x4,Ford,2019,2900000,"9,000 kms",Diesel
771,Tata Indica V2,Tata,2005,39999,"80,000 kms",Diesel
772,Hyundai Santro Xing,Hyundai,2006,85000,"60,000 kms",Petrol
773,Maruti Suzuki Wagon,Maruti,2016,395000,"20,000 kms",Petrol
774,Maruti Suzuki Swift,Maruti,2008,175000,"58,000 kms",Diesel
775,Maruti Suzuki Alto,Maruti,2019,400000,"1,500 kms",Petrol
776,Toyota Innova 2.5,Toyota,2011,750000,"75,000 kms",Diesel
777,Maruti Suzuki Alto,Maruti,2016,250000,"2,450 kms",Petrol
778,Maruti Suzuki Alto,Maruti,2019,425000,"1,625 kms",Petrol
779,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,"45,000 kms",Petrol
780,Mahindra Logan,Mahindra,2009,130000,"65,000 kms",Diesel
781,Maruti Suzuki 800,Maruti,2000,30000,"33,400 kms",Petrol
782,Mahindra Scorpio,Mahindra,2011,475000,"60,123 kms",Diesel
783,Chevrolet Sail 1.2,Chevrolet,2013,300000,"28,000 kms",Petrol
784,Hyundai Santro AE,Hyundai,2003,60000,"70,000 kms",Petrol
785,Maruti Suzuki Wagon,Maruti,2006,100000,"7,000 kms",Petrol
786,Hyundai Eon,Hyundai,2018,260000,"25,000 kms",Petrol
787,Tata Manza,Tata,2015,100000,"1,00,000 kms",Diesel
788,Toyota Etios G,Toyota,2013,265000,"42,000 kms",Petrol
789,Hyundai Getz Prime,Hyundai,2009,115000,"20,000 kms",Petrol
790,Toyota Qualis,Toyota,2003,180000,"1,00,000 kms",Diesel
791,Hyundai Santro Xing,Hyundai,2004,45000,"1,37,495 kms",Petrol
792,Tata Indica eV2,Tata,2016,50500,"91,200 kms",Diesel
793,Honda City 1.5,Honda,2009,270000,"55,000 kms",Petrol
794,Tata Zest XE,Tata,2017,290000,"1,20,000 kms",Diesel
795,Mahindra Quanto C4,Mahindra,2013,325000,"63,000 kms",Diesel
796,Tata Indigo eCS,Tata,2016,160000,"1,04,000 kms",Diesel
797,Maruti Suzuki Swift,Maruti,2016,350000,"1,46,000 kms",Diesel
798,Hyundai Elite i20,Hyundai,2011,290000,"40,000 kms",Petrol
799,Hyundai i20 Select,Hyundai,2011,290000,"40,000 kms",Petrol
800,Chevrolet Tavera Neo,Chevrolet,2007,465000,"1,00,800 kms",Diesel
801,Maruti Suzuki Dzire,Maruti,2016,325000,"1,50,000 kms",Diesel
802,Hyundai Elite i20,Hyundai,2018,510000,"2,100 kms",Petrol
803,Honda City VX,Honda,2016,860000,"95,000 kms",Petrol
804,Maruti Suzuki Dzire,Maruti,2016,450000,"2,500 kms",Diesel
805,Hyundai Getz,Hyundai,2006,125000,"80,000 kms",Petrol
806,Mercedes Benz C,Mercedes,2006,500001,"15,000 kms",Petrol
807,Maruti Suzuki Alto,Maruti,2005,95000,"65,000 kms",Petrol
808,Maruti Suzuki Swift,Maruti,2009,250000,"51,000 kms",Diesel
809,Skoda Fabia,Skoda,2009,110000,"45,000 kms",Petrol
810,Maruti Suzuki Ritz,Maruti,2011,270000,"50,000 kms",Petrol
811,Tata Indica V2,Tata,2009,110000,"30,000 kms",Diesel
812,Toyota Corolla Altis,Toyota,2009,300000,"1,32,000 kms",Petrol
813,Tata Zest XM,Tata,2018,260000,"27,000 kms",Diesel
814,Mahindra Quanto C8,Mahindra,2013,390000,"40,000 kms",Diesel
